instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3344,2011-05-20,2,0,5,8,0,4,1,2,0.5504,0.567,0.4088,0.0526,30,123,153
3345,2011-05-20,2,0,5,9,0,4,1,1,0.4576,0.4449,0.6354,0.2895,10,92,102
3346,2011-05-20,2,0,5,10,0,4,1,1,0.5682,0.5953,0.4833,0.2947,15,99,114
3347,2011-05-20,2,0,5,11,0,4,1,1,0.5319,0.5205,0.4146,0.1464,10,80,90
3348,2011-05-20,2,0,5,12,0,4,1,1,0.5448,0.5986,0.401,0.2499,20,80,100
3349,2011-05-20,2,0,5,13,0,4,1,2,0.4384,0.43,0.5094,0.0211,18,82,100
3350,2011-05-20,2,0,5,14,0,4,1,1,0.5058,0.5139,0.6861,0.0351,18,67,85
3351,2011-05-20,2,0,5,15,0,4,1,2,0.5818,0.611,0.625,0.0033,13,72,85
3352,2011-05-20,2,0,5,16,0,4,1,1,0.4793,0.4878,0.5627,0.0044,39,122,161
3353,2011-05-20,2,0,5,17,0,4,1,2,0.5084,0.5101,0.565,0.0713,34,174,208
3354,2011-05-20,2,0,5,18,0,4,1,1,0.497,0.5143,0.5123,0.0213,29,76,105
3355,2011-05-20,2,0,5,19,0,4,1,2,0.5276,0.5431,0.4141,0.1001,17,64,81
3356,2011-05-20,2,0,5,20,0,4,1,3,0.5922,0.5662,0.465,0.1978,9,49,58
3357,2011-05-20,2,0,5,21,0,4,1,1,0.5962,0.565,0.4959,0.0877,7,43,50
3358,2011-05-20,2,0,5,22,0,4,1,1,0.5258,0.4817,0.6804,0.2105,5,48,53
3359,2011-05-20,2,0,5,23,0,4,1,1,0.529,0.534,0.4147,0.0758,3,24,27
3360,2011-05-21,2,0,5,0,0,5,0,2,0.463,0.3916,0.3615,0.1874,1,7,8
3361,2011-05-21,2,0,5,1,0,5,0,1,0.4661,0.4255,0.4697,0.1926,2,11,13
3362,2011-05-21,2,0,5,2,0,5,0,2,0.4935,0.4063,0.3328,0.0731,1,4,5
3363,2011-05-21,2,0,5,3,0,5,0,1,0.6181,0.5792,0.5089,0.0087,0,2,2
3364,2011-05-21,2,0,5,4,0,5,0,2,0.4986,0.4818,0.5678,0.2077,0,4,4
3365,2011-05-21,2,0,5,5,0,5,0,1,0.4239,0.4075,0.4798,0.0093,3,19,22
3366,2011-05-21,2,0,5,6,0,5,0,1,0.5319,0.5562,0.5477,0.1575,21,64,85
3367,2011-05-21,2,0,5,7,0,5,0,1,0.509,0.5294,0.3297,0.061,34,101,135
3368,2011-05-21,2,0,5,8,0,5,0,1,0.6501,0.6235,0.5968,0.1625,47,138,185
3369,2011-05-21,2,0,5,9,0,5,0,1,0.4906,0.5125,0.6616,0.0945,23,111,134
3370,2011-05-21,2,0,5,10,0,5,0,1,0.5104,0.4795,0.7859,0.151,14,36,50
3371,2011-05-21,2,0,5,11,0,5,0,2,0.5238,0.5537,0.4051,0.0215,18,69,87
3372,2011-05-21,2,0,5,12,0,5,0,1,0.5267,0.5688,0.4524,0.164,14,78,92
3373,2011-05-21,2,0,5,13,0,5,0,1,0.5232,0.5694,0.739,0.0932,11,47,58
3374,2011-05-21,2,0,5,14,0,5,0,1,0.528,0.539,0.5486,0.0502,11,90,101
3375,2011-05-21,2,0,5,15,0,5,0,2,0.5202,0.4967,0.5648,0.09,24,63,87
3376,2011-05-21,2,0,5,16,0,5,0,1,0.5441,0.5399,0.5529,0.0738,24,74,98
3377,2011-05-21,2,0,5,17,0,5,0,1,0.6057,0.5888,0.4059,0.1832,35,140,175
3378,2011-05-21,2,0,5,18,0,5,0,1,0.5526,0.5584,0.5323,0.1957,13,104,117
3379,2011-05-21,2,0,5,19,0,5,0,1,0.589,0.5836,0.5449,0.1603,15,78,93
3380,2011-05-21,2,0,5,20,0,5,0,1,0.6344,0.6342,0.4385,0.0216,13,67,80
3381,2011-05-21,2,0,5,21,0,5,0,1,0.5092,0.5277,0.2535,0.0,17,45,62
3382,2011-05-21,2,0,5,22,0,5,0,1,0.5052,0.4729,0.4216,0.0405,6,41,47
3383,2011-05-21,2,0,5,23,0,5,0,3,0.428,0.4582,0.3567,0.2069,3,12,15
3384,2011-05-22,2,0,5,0,0,6,0,1,0.5334,0.4978,0.3943,0.0039,3,18,21
3385,2011-05-22,2,0,5,1,0,6,0,2,0.4975,0.4925,0.3713,0.3805,0,5,5
3386,2011-05-22,2,0,5,2,0,6,0,2,0.578,0.5656,0.4144,0.4384,0,4,4
3387,2011-05-22,2,0,5,3,0,6,0,1,0.5804,0.5868,0.6443,0.1835,0,2,2
3388,2011-05-22,2,0,5,4,0,6,0,2,0.5381,0.5421,0.5843,0.4173,1,3,4
3389,2011-05-22,2,0,5,5,0,6,0,3,0.5282,0.5463,0.6518,0.1005,1,8,9
3390,2011-05-22,2,0,5,6,0,6,0,2,0.58,0.5491,0.5001,0.2541,3,25,28
3391,2011-05-22,2,0,5,7,0,6,0,3,0.5195,0.4965,0.4186,0.1933,8,71,79
3392,2011-05-22,2,0,5,8,0,6,0,1,0.5306,0.5723,0.4915,0.3813,29,101,130
3393,2011-05-22,2,0,5,9,0,6,0,2,0.464,0.4475,0.5339,0.0493,12,49,61
3394,2011-05-22,2,0,5,10,0,6,0,2,0.4798,0.4952,0.6201,0.0018,10,84,94
3395,2011-05-22,2,0,5,11,0,6,0,2,0.465,0.4548,0.6047,0.1448,20,64,84
3396,2011-05-22,2,0,5,12,0,6,0,1,0.4627,0.4707,0.4354,0.0366,13,101,114
3397,2011-05-22,2,0,5,13,0,6,0,1,0.4976,0.5295,0.5713,0.1069,19,110,129
3398,2011-05-22,2,0,5,14,0,6,0,3,0.5235,0.5136,0.3498,0.0412,15,68,83
3399,2011-05-22,2,0,5,15,0,6,0,2,0.471,0.4245,0.3577,0.3576,12,48,60
3400,2011-05-22,2,0,5,16,0,6,0,1,0.5162,0.4767,0.5171,0.0442,16,140,156
3401,2011-05-22,2,0,5,17,0,6,0,1,0.4892,0.4918,0.5765,0.2295,28,238,266
3402,2011-05-22,2,0,5,18,0,6,0,2,0.4023,0.4133,0.2075,0.1125,27,106,133
3403,2011-05-22,2,0,5,19,0,6,0,1,0.5762,0.6191,0.4645,0.0529,23,79,102
3404,2011-05-22,2,0,5,20,0,6,0,1,0.4957,0.5007,0.6392,0.2233,16,57,73
3405,2011-05-22,2,0,5,21,0,6,0,2,0.5251,0.5807,0.2713,0.3491,11,60,71
3406,2011-05-22,2,0,5,22,0,6,0,1,0.5081,0.5042,0.6421,0.1581,5,35,40
3407,2011-05-22,2,0,5,23,0,6,0,2,0.6971,0.733,0.64,0.0575,2,19,21
3408,2011-05-23,2,0,5,0,0,0,1,1,0.5633,0.6017,0.4853,0.1622,3,14,17
3409,2011-05-23,2,0,5,1,0,0,1,1,0.5344,0.4935,0.306,0.2093,2,6,8
3410,2011-05-23,2,0,5,2,0,0,1,1,0.5112,0.5025,0.6846,0.1185,1,4,5
3411,2011-05-23,2,0,5,3,0,0,1,2,0.6339,0.6522,0.6564,0.0403,0,3,3
3412,2011-05-23,2,0,5,4,0,0,1,1,0.4994,0.5365,0.5312,0.0172,0,2,2
3413,2011-05-23,2,0,5,5,0,0,1,2,0.4411,0.4036,0.5883,0.0075,2,12,14
3414,2011-05-23,2,0,5,6,0,0,1,1,0.432,0.3839,0.4655,0.1553,7,50,57
3415,2011-05-23,2,0,5,7,0,0,1,3,0.6032,0.6415,0.2135,0.0359,19,68,87
3416,2011-05-23,2,0,5,8,0,0,1,3,0.5589,0.5496,0.316,0.0932,21,69,90
3417,2011-05-23,2,0,5,9,0,0,1,2,0.6417,0.5755,0.6126,0.1226,15,51,66
3418,2011-05-23,2,0,5,10,0,0,1,2,0.5542,0.532,0.5436,0.1123,12,56,68
3419,2011-05-23,2,0,5,11,0,0,1,2,0.5694,0.5801,0.2881,0.1097,16,56,72
3420,2011-05-23,2,0,5,12,0,0,1,1,0.5198,0.5516,0.7758,0.0372,31,75,106
3421,2011-05-23,2,0,5,13,0,0,1,1,0.4975,0.4982,0.5352,0.0326,32,82,114
3422,2011-05-23,2,0,5,14,0,0,1,1,0.563,0.5798,0.5496,0.2996,30,72,102
3423,2011-05-23,2,0,5,15,0,0,1,1,0.5658,0.5234,0.5382,0.0115,38,107,145
3424,2011-05-23,2,0,5,16,0,0,1,3,0.4469,0.4326,0.5804,0.0147,17,68,85
3425,2011-05-23,2,0,5,17,0,0,1,2,0.5425,0.4926,0.6192,0.0904,50,152,202
3426,2011-05-23,2,0,5,18,0,0,1,1,0.4867,0.4702,0.4501,0.0499,38,131,169
3427,2011-05-23,2,0,5,19,0,0,1,2,0.5067,0.4949,0.2277,0.0812,27,88,115
3428,2011-05-23,2,0,5,20,0,0,1,1,0.4815,0.4684,0.5754,0.1985,4,39,43
3429,2011-05-23,2,0,5,21,0,0,1,1,0.5263,0.5317,0.2862,0.2121,6,38,44
3430,2011-05-23,2,0,5,22,0,0,1,1,0.4832,0.4401,0.4953,0.2021,7,32,39
3431,2011-05-23,2,0,5,23,0,0,1,1,0.6043,0.5892,0.3228,0.4095,5,19,24
3432,2011-05-24,2,0,5,0,0,1,1,1,0.4718,0.5157,0.4447,0.1544,1,15,16
3433,2011-05-24,2,0,5,1,0,1,1,1,0.4861,0.4684,0.6413,0.1887,2,7,9
3434,2011-05-24,2,0,5,2,0,1,1,3,0.4263,0.39,0.2967,0.0243,0,2,2
3435,2011-05-24,2,0,5,3,0,1,1,3,0.492,0.4885,0.3442,0.0422,0,2,2
3436,2011-05-24,2,0,5,4,0,1,1,2,0.5336,0.5708,0.3228,0.0199,0,3,3
3437,2011-05-24,2,0,5,5,0,1,1,2,0.5388,0.5373,0.4363,0.191,3,13,16
3438,2011-05-24,2,0,5,6,0,1,1,1,0.5384,0.5937,0.5114,0.1512,6,45,51
3439,2011-05-24,2,0,5,7,0,1,1,1,0.4634,0.471,0.8456,0.0776,30,161,191
3440,2011-05-24,2,0,5,8,0,1,1,2,0.5084,0.4989,0.3312,0.0469,43,120,163
3441,2011-05-24,2,0,5,9,0,1,1,1,0.5506,0.5834,0.5786,0.0882,9,69,78
3442,2011-05-24,2,0,5,10,0,1,1,3,0.5664,0.5719,0.4331,0.2665,13,37,50
3443,2011-05-24,2,0,5,11,0,1,1,1,0.5123,0.5114,0.495,0.154,22,102,124
3444,2011-05-24,2,0,5,12,0,1,1,1,0.5517,0.53,0.3509,0.0581,14,135,149
3445,2011-05-24,2,0,5,13,0,1,1,1,0.5304,0.6007,0.6869,0.1051,18,84,102
3446,2011-05-24,2,0,5,14,0,1,1,1,0.5314,0.5691,0.5388,0.083,22,62,84
3447,2011-05-24,2,0,5,15,0,1,1,3,0.5923,0.6121,0.5135,0.2112,11,45,56
3448,2011-05-24,2,0,5,16,0,1,1,1,0.5312,0.5126,0.5484,0.1539,38,105,143
3449,2011-05-24,2,0,5,17,0,1,1,2,0.5246,0.517,0.4178,0.0753,25,134,159
3450,2011-05-24,2,0,5,18,0,1,1,1,0.4901,0.4647,0.4967,0.2195,43,116,159
3451,2011-05-24,2,0,5,19,0,1,1,2,0.5959,0.5786,0.4666,0.169,22,76,98
3452,2011-05-24,2,0,5,20,0,1,1,2,0.4627,0.4736,0.5544,0.2472,20,62,82
3453,2011-05-24,2,0,5,21,0,1,1,1,0.5061,0.4962,0.634,0.3084,14,47,61
3454,2011-05-24,2,0,5,22,0,1,1,1,0.5808,0.5473,0.5403,0.369,7,35,42
3455,2011-05-24,2,0,5,23,0,1,1,2,0.539,0.5141,0.6532,0.1537,5,22,27
3456,2011-05-25,2,0,5,0,0,2,1,2,0.5261,0.5336,0.5999,0.0193,2,18,20
3457,2011-05-25,2,0,5,1,0,2,1,2,0.5397,0.5767,0.4367,0.0594,1,6,7
3458,2011-05-25,2,0,5,2,0,2,1,1,0.4027,0.4125,0.309,0.1217,0,5,5
3459,2011-05-25,2,0,5,3,0,2,1,2,0.4695,0.438,0.4737,0.0146,0,2,2
3460,2011-05-25,2,0,5,4,0,2,1,2,0.453,0.4242,0.4586,0.0534,0,3,3
3461,2011-05-25,2,0,5,5,0,2,1,2,0.5982,0.5892,0.4458,0.0169,2,12,14
3462,2011-05-25,2,0,5,6,0,2,1,1,0.5767,0.5198,0.6704,0.2,12,46,58
3463,2011-05-25,2,0,5,7,0,2,1,2,0.4872,0.499,0.5939,0.285,21,96,117
3464,2011-05-25,2,0,5,8,0,2,1,3,0.4961,0.4544,0.5965,0.0504,24,100,124
3465,2011-05-25,2,0,5,9,0,2,1,1,0.5742,0.5763,0.6409,0.3634,13,101,114
3466,2011-05-25,2,0,5,10,0,2,1,2,0.4802,0.4637,0.7378,0.0753,9,79,88
3467,2011-05-25,2,0,5,11,0,2,1,3,0.4703,0.4983,0.4283,0.0622,12,47,59
3468,2011-05-25,2,0,5,12,0,2,1,1,0.5486,0.5283,0.6019,0.0475,14,63,77
3469,2011-05-25,2,0,5,13,0,2,1,1,0.4633,0.5204,0.2991,0.1319,19,86,105
3470,2011-05-25,2,0,5,14,0,2,1,2,0.5185,0.5372,0.6024,0.3823,13,84,97
3471,2011-05-25,2,0,5,15,0,2,1,2,0.5058,0.5301,0.5416,0.1482,15,74,89
3472,2011-05-25,2,0,5,16,0,2,1,2,0.4713,0.4549,0.8389,0.2621,28,121,149
3473,2011-05-25,2,0,5,17,0,2,1,2,0.5517,0.4988,0.425,0.2923,19,117,136
3474,2011-05-25,2,0,5,18,0,2,1,2,0.5317,0.5172,0.6229,0.1802,18,91,109
3475,2011-05-25,2,0,5,19,0,2,1,1,0.5456,0.5419,0.3532,0.0683,24,81,105
3476,2011-05-25,2,0,5,20,0,2,1,2,0.4975,0.4438,0.5459,0.0617,13,58,71
3477,2011-05-25,2,0,5,21,0,2,1,2,0.5012,0.4347,0.3833,0.0653,11,30,41
3478,2011-05-25,2,0,5,22,0,2,1,4,0.5121,0.5585,0.7376,0.14,1,8,9
3479,2011-05-25,2,0,5,23,0,2,1,3,0.5972,0.5768,0.3693,0.0274,3,11,14
3480,2011-05-26,2,0,5,0,0,3,1,1,0.4347,0.4298,0.7452,0.0603,4,16,20
3481,2011-05-26,2,0,5,1,0,3,1,2,0.5303,0.5144,0.3841,0.1183,1,6,7
3482,2011-05-26,2,0,5,2,0,3,1,2,0.6434,0.6614,0.3616,0.2765,1,4,5
3483,2011-05-26,2,0,5,3,0,3,1,1,0.5241,0.5722,0.4694,0.0137,0,3,3
3484,2011-05-26,2,0,5,4,0,3,1,1,0.4471,0.4733,0.3276,0.2308,0,6,6
3485,2011-05-26,2,0,5,5,0,3,1,2,0.5403,0.5676,0.523,0.0481,1,10,11
3486,2011-05-26,2,0,5,6,0,3,1,1,0.4675,0.457,0.1558,0.1989,7,54,61
3487,2011-05-26,2,0,5,7,0,3,1,1,0.4156,0.3747,0.4327,0.1714,58,145,203
3488,2011-05-26,2,0,5,8,0,3,1,1,0.4412,0.4211,0.5285,0.1642,43,192,235
3489,2011-05-26,2,0,5,9,0,3,1,2,0.4663,0.496,0.2952,0.001,40,113,153
3490,2011-05-26,2,0,5,10,0,3,1,1,0.4111,0.415,0.4545,0.85,9,42,51
3491,2011-05-26,2,0,5,11,0,3,1,1,0.4481,0.4658,0.4918,0.0835,12,79,91
3492,2011-05-26,2,0,5,12,0,3,1,2,0.4969,0.499,0.2363,0.1955,17,74,91
3493,2011-05-26,2,0,5,13,0,3,1,1,0.5316,0.5157,0.4192,0.1038,25,74,99
3494,2011-05-26,2,0,5,14,0,3,1,1,0.5554,0.5397,0.5516,0.4652,20,58,78
3495,2011-05-26,2,0,5,15,0,3,1,1,0.4744,0.4617,0.6101,0.2764,12,71,83
3496,2011-05-26,2,0,5,16,0,3,1,1,0.5151,0.5102,0.4581,0.0786,32,93,125
3497,2011-05-26,2,0,5,17,0,3,1,1,0.6448,0.6564,0.4924,0.7254,20,156,176
3498,2011-05-26,2,0,5,18,0,3,1,1,0.5344,0.4793,0.7697,0.2868,41,191,232
3499,2011-05-26,2,0,5,19,0,3,1,1,0.5546,0.5373,0.3947,0.019,17,94,111
3500,2011-05-26,2,0,5,20,0,3,1,1,0.4419,0.4437,0.3281,0.0843,17,64,81
3501,2011-05-26,2,0,5,21,0,3,1,1,0.4363,0.4116,0.5853,0.1332,10,35,45
3502,2011-05-26,2,0,5,22,0,3,1,1,0.4706,0.4502,0.1926,0.0601,16,48,64
3503,2011-05-26,2,0,5,23,0,3,1,1,0.4858,0.524,0.2757,0.7477,5,15,20
3504,2011-05-27,2,0,5,0,0,4,1,1,0.5467,0.613,0.4574,0.68,3,13,16
3505,2011-05-27,2,0,5,1,0,4,1,1,0.4815,0.4557,0.1847,0.091,1,8,9
3506,2011-05-27,2,0,5,2,0,4,1,1,0.5479,0.5258,0.4452,0.0516,0,3,3
3507,2011-05-27,2,0,5,3,0,4,1,2,0.4678,0.4435,0.349,0.1532,0,3,3
3508,2011-05-27,2,0,5,4,0,4,1,1,0.4658,0.4668,0.3915,0.0367,1,6,7
3509,2011-05-27,2,0,5,5,0,4,1,1,0.4808,0.4897,0.4201,0.1362,3,18,21
3510,2011-05-27,2,0,5,6,0,4,1,2,0.5366,0.5882,0.3803,0.0724,4,34,38
3511,2011-05-27,2,0,5,7,0,4,1,1,0.5625,0.5779,0.3271,0.2681,40,107,147
3512,2011-05-27,2,0,5,8,0,4,1,1,0.5956,0.6466,0.707,0.0838,44,143,187
3513,2011-05-27,2,0,5,9,0,4,1,1,0.5468,0.5039,0.4078,0.6631,28,97,125
3514,2011-05-27,2,0,5,10,0,4,1,3,0.5017,0.4795,0.5168,0.3185,10,42,52
3515,2011-05-27,2,0,5,11,0,4,1,1,0.5284,0.4983,0.791,0.0546,18,82,100
3516,2011-05-27,2,0,5,12,0,4,1,1,0.4509,0.5073,0.5334,0.0763,20,112,132
3517,2011-05-27,2,0,5,13,0,4,1,3,0.5247,0.539,0.2857,0.2688,9,57,66
3518,2011-05-27,2,0,5,14,0,4,1,1,0.4951,0.4836,0.5178,0.1523,31,78,109
3519,2011-05-27,2,0,5,15,0,4,1,1,0.3517,0.3864,0.489,0.0509,14,78,92
3520,2011-05-27,2,0,5,16,0,4,1,1,0.4572,0.4167,0.5183,0.5949,45,109,154
3521,2011-05-27,2,0,5,17,0,4,1,1,0.5443,0.5423,0.304,0.1754,33,204,237
3522,2011-05-27,2,0,5,18,0,4,1,1,0.4795,0.4558,0.4235,0.0137,34,130,164
3523,2011-05-27,2,0,5,19,0,4,1,4,0.6108,0.5557,0.3442,0.0829,4,23,27
3524,2011-05-27,2,0,5,20,0,4,1,3,0.5391,0.5517,0.3358,0.0913,9,48,57
3525,2011-05-27,2,0,5,21,0,4,1,1,0.5486,0.4984,0.4317,0.0641,14,62,76
3526,2011-05-27,2,0,5,22,0,4,1,2,0.4767,0.5114,0.2334,0.189,6,42,48
3527,2011-05-27,2,0,5,23,0,4,1,1,0.5639,0.5585,0.5723,0.0164,5,22,27
3528,2011-05-28,2,0,5,0,0,5,0,1,0.5784,0.5903,0.5696,0.1539,6,15,21
3529,2011-05-28,2,0,5,1,0,5,0,1,0.6048,0.6028,0.34,0.1325,1,7,8
3530,2011-05-28,2,0,5,2,0,5,0,1,0.5208,0.5094,0.3703,0.0781,0,3,3
3531,2011-05-28,2,0,5,3,0,5,0,1,0.5076,0.5151,0.5633,0.263,0,3,3
3532,2011-05-28,2,0,5,4,0,5,0,1,0.5626,0.5947,0.4614,0.029,1,6,7
3533,2011-05-28,2,0,5,5,0,5,0,2,0.4828,0.4879,0.4297,0.2189,2,10,12
3534,2011-05-28,2,0,5,6,0,5,0,1,0.6403,0.605,0.6231,0.0503,12,41,53
3535,2011-05-28,2,0,5,7,0,5,0,1,0.5895,0.5699,0.5688,0.025,12,91,103
3536,2011-05-28,2,0,5,8,0,5,0,1,0.4796,0.4896,0.4962,0.0192,25,156,181
3537,2011-05-28,2,0,5,9,0,5,0,1,0.3941,0.3912,0.479,0.0274,18,100,118
3538,2011-05-28,2,0,5,10,0,5,0,1,0.423,0.4226,0.8102,0.2253,22,71,93
3539,2011-05-28,2,0,5,11,0,5,0,1,0.5221,0.4918,0.1966,0.2117,17,88,105
3540,2011-05-28,2,0,5,12,0,5,0,3,0.6589,0.671,0.4967,0.0991,16,81,97
3541,2011-05-28,2,0,5,13,0,5,0,1,0.5093,0.5199,0.5392,0.2263,34,97,131
3542,2011-05-28,2,0,5,14,0,5,0,2,0.4521,0.4581,0.5355,0.0685,13,52,65
3543,2011-05-28,2,0,5,15,0,5,0,1,0.4962,0.4989,0.582,0.1186,24,60,84
3544,2011-05-28,2,0,5,16,0,5,0,2,0.6056,0.5657,0.4595,0.1986,20,73,93
3545,2011-05-28,2,0,5,17,0,5,0,1,0.5402,0.525,0.6204,0.1419,27,132,159
3546,2011-05-28,2,0,5,18,0,5,0,1,0.5362,0.5281,0.5449,0.0942,41,139,180
3547,2011-05-28,2,0,5,19,0,5,0,1,0.4481,0.4788,0.575,0.0601,30,85,115
3548,2011-05-28,2,0,5,20,0,5,0,1,0.5541,0.5664,0.5827,0.0229,11,87,98
3549,2011-05-28,2,0,5,21,0,5,0,1,0.5559,0.5326,0.4315,0.1174,16,47,63
3550,2011-05-28,2,0,5,22,0,5,0,1,0.5045,0.5154,0.4568,0.2391,11,44,55
3551,2011-05-28,2,0,5,23,0,5,0,1,0.5001,0.5395,0.7107,0.344,4,28,32
3552,2011-05-29,2,0,5,0,0,6,0,1,0.417,0.3831,0.5749,0.0723,5,15,20
3553,2011-05-29,2,0,5,1,0,6,0,1,0.564,0.5737,0.4401,0.2051,1,9,10
3554,2011-05-29,2,0,5,2,0,6,0,2,0.5953,0.6008,0.5242,0.1199,0,3,3
3555,2011-05-29,2,0,5,3,0,6,0,2,0.546,0.5308,0.5443,0.3215,0,2,2
3556,2011-05-29,2,0,5,4,0,6,0,2,0.5174,0.5605,0.3772,0.5194,0,3,3
3557,2011-05-29,2,0,5,5,0,6,0,1,0.4777,0.5088,0.5001,0.109,2,17,19
3558,2011-05-29,2,0,5,6,0,6,0,3,0.5241,0.4854,0.2836,0.1546,4,16,20
3559,2011-05-29,2,0,5,7,0,6,0,1,0.5902,0.5901,0.3156,0.0564,19,118,137
3560,2011-05-29,2,0,5,8,0,6,0,1,0.5534,0.4872,0.5254,0.7448,45,109,154
3561,2011-05-29,2,0,5,9,0,6,0,2,0.5273,0.4845,0.5595,0.2252,21,63,84
3562,2011-05-29,2,0,5,10,0,6,0,2,0.5525,0.526,0.7049,0.0195,13,45,58
3563,2011-05-29,2,0,5,11,0,6,0,3,0.5071,0.4766,0.6351,0.0963,10,42,52
3564,2011-05-29,2,0,5,12,0,6,0,2,0.4471,0.4079,0.6158,0.0022,14,99,113
3565,2011-05-29,2,0,5,13,0,6,0,1,0.4498,0.4214,0.6472,0.032,25,93,118
3566,2011-05-29,2,0,5,14,0,6,0,1,0.6355,0.6389,0.4948,0.0137,22,77,99
3567,2011-05-29,2,0,5,15,0,6,0,1,0.4267,0.4426,0.5833,0.042,16,65,81
3568,2011-05-29,2,0,5,16,0,6,0,1,0.5872,0.5805,0.5276,0.2351,21,110,131
3569,2011-05-29,2,0,5,17,0,6,0,1,0.47,0.4333,0.4109,0.3686,21,161,182
3570,2011-05-29,2,0,5,18,0,6,0,1,0.5013,0.4866,0.5563,0.0387,48,127,175
3571,2011-05-29,2,0,5,19,0,6,0,2,0.5478,0.5615,0.5043,0.0702,17,107,124
3572,2011-05-29,2,0,5,20,0,6,0,1,0.5275,0.555,0.4664,0.1782,20,71,91
3573,2011-05-29,2,0,5,21,0,6,0,2,0.456,0.4749,0.4935,0.083,8,39,47
3574,2011-05-29,2,0,5,22,0,6,0,2,0.5364,0.5436,0.6861,0.3343,6,16,22
3575,2011-05-29,2,0,5,23,0,6,0,3,0.4804,0.4936,0.573,0.0493,4,14,18
3576,2011-05-30,2,0,5,0,0,0,1,1,0.4087,0.3816,0.479,0.1293,3,15,18
3577,2011-05-30,2,0,5,1,0,0,1,2,0.5552,0.5588,0.4716,0.2181,1,6,7
3578,2011-05-30,2,0,5,2,0,0,1,1,0.6255,0.627,0.5135,0.0054,0,6,6
3579,2011-05-30,2,0,5,3,0,0,1,2,0.5418,0.5279,0.4513,0.3709,0,4,4
3580,2011-05-30,2,0,5,4,0,0,1,1,0.5586,0.6142,0.3166,0.0762,0,4,4
3581,2011-05-30,2,0,5,5,0,0,1,2,0.4779,0.5371,0.251,0.05,1,10,11
3582,2011-05-30,2,0,5,6,0,0,1,1,0.5422,0.4844,0.4219,0.4344,18,50,68
3583,2011-05-30,2,0,5,7,0,0,1,3,0.531,0.559,0.3506,0.1922,23,86,109
3584,2011-05-30,2,0,5,8,0,0,1,1,0.49,0.545,0.1345,0.1895,66,174,240
3585,2011-05-30,2,0,5,9,0,0,1,2,0.5045,0.5177,0.477,0.0869,28,86,114
3586,2011-05-30,2,0,5,10,0,0,1,2,0.6037,0.5791,0.2414,0.1559,11,71,82
3587,2011-05-30,2,0,5,11,0,0,1,2,0.5169,0.5146,0.2574,0.1088,16,54,70
3588,2011-05-30,2,0,5,12,0,0,1,3,0.5427,0.5667,0.1376,0.005,10,53,63
3589,2011-05-30,2,0,5,13,0,0,1,2,0.4792,0.4116,0.3595,0.0096,16,58,74
3590,2011-05-30,2,0,5,14,0,0,1,1,0.5654,0.6318,0.596,0.2214,22,92,114
3591,2011-05-30,2,0,5,15,0,0,1,1,0.5034,0.4694,0.5689,0.0995,26,119,145
3592,2011-05-30,2,0,5,16,0,0,1,1,0.5675,0.5368,0.4139,0.1271,43,160,203
3593,2011-05-30,2,0,5,17,0,0,1,1,0.597,0.6214,0.741,0.1317,22,184,206
3594,2011-05-30,2,0,5,18,0,0,1,2,0.4775,0.4649,0.5369,0.1826,31,102,133
3595,2011-05-30,2,0,5,19,0,0,1,3,0.5562,0.4973,0.5316,0.0562,20,52,72
3596,2011-05-30,2,0,5,20,0,0,1,1,0.5491,0.588,0.7521,0.3548,20,85,105
3597,2011-05-30,2,0,5,21,0,0,1,1,0.548,0.5645,0.5731,0.0164,7,57,64
3598,2011-05-30,2,0,5,22,0,0,1,2,0.4572,0.481,0.4609,0.39,5,34,39
3599,2011-05-30,2,0,5,23,0,0,1,1,0.4636,0.4473,0.793,0.1013,6,22,28
3600,2011-05-31,2,0,5,0,0,1,1,1,0.6208,0.5973,0.5491,0.1144,1,12,13
3601,2011-05-31,2,0,5,1,0,1,1,1,0.4779,0.5117,0.6222,0.1998,1,6,7
3602,2011-05-31,2,0,5,2,0,1,1,2,0.4627,0.5021,0.7462,0.0357,0,4,4
3603,2011-05-31,2,0,5,3,0,1,1,2,0.6303,0.6552,0.291,0.0792,0,3,3
3604,2011-05-31,2,0,5,4,0,1,1,2,0.4719,0.528,0.4091,0.0389,0,3,3
3605,2011-05-31,2,0,5,5,0,1,1,1,0.4887,0.4626,0.614,0.2403,2,17,19
3606,2011-05-31,2,0,5,6,0,1,1,1,0.5068,0.548,0.4697,0.0331,7,34,41
3607,2011-05-31,2,0,5,7,0,1,1,1,0.543,0.5376,0.6773,0.2145,41,139,180
3608,2011-05-31,2,0,5,8,0,1,1,1,0.4744,0.4649,0.7488,0.4893,34,165,199
3609,2011-05-31,2,0,5,9,0,1,1,1,0.495,0.5223,0.4343,0.3441,14,96,110
3610,2011-05-31,2,0,5,10,0,1,1,1,0.5762,0.5725,0.4827,0.4031,13,89,102
3611,2011-05-31,2,0,5,11,0,1,1,1,0.5172,0.5368,0.4922,0.2293,19,53,72
3612,2011-05-31,2,0,5,12,0,1,1,2,0.5696,0.5756,0.8703,0.2133,19,85,104
3613,2011-05-31,2,0,5,13,0,1,1,1,0.5784,0.5335,0.4412,0.052,10,90,100
